taxon_id,scientific_name,vernacular_name_ja,source_id,query_name,query_variant,taxon_key,accepted_scientific_name,kingdom,phylum,class,order,family,genus,rank,matchType,confidence,status,note
"thanatophilus rugosus (linnaeus, 1758)","Thanatophilus rugosus (Linnaeus, 1758)",オニヒラタシデムシ,kanagawa_redlist,"Thanatophilus rugosus (Linnaeus, 1758)",verbatim,4448486,"Thanatophilus rugosus (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Thanatophilus,SPECIES,EXACT,100,ACCEPTED,
liparis krameri franch. & sav.,Liparis krameri Franch. & Sav.,ジガバチソウ,kanagawa_redlist,Liparis krameri Franch. & Sav.,verbatim,5322925,Liparis krameri Franch. & Sav.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Liparis,SPECIES,EXACT,100,ACCEPTED,
"aphodius (subrinus) sturmi harold, 1870","Aphodius (Subrinus) sturmi Harold, 1870",ヒメキイロマグソコガネ,kanagawa_redlist,"Aphodius (Subrinus) sturmi Harold, 1870",verbatim,4425235,"Aphodius sturmi Harold, 1870",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Subrinus,SPECIES,EXACT,100,SYNONYM,
neottia cordata (l.) rich.,Neottia cordata (L.) Rich.,コフタバラン,kanagawa_redlist,Neottia cordata (L.) Rich.,verbatim,2816213,Neottia cordata (L.) Rich.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,SPECIES,EXACT,100,ACCEPTED,
"aphodius (acanthobodilus) languidulus schmidt, 1916","Aphodius (Acanthobodilus) languidulus Schmidt, 1916",キバネマグソコガネ,kanagawa_redlist,"Aphodius (Acanthobodilus) languidulus Schmidt, 1916",verbatim,10925209,"Aphodius languidulus Schmidt, 1917",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Acanthobodilus,SPECIES,EXACT,100,SYNONYM,
malaxis monophyllos (l.) sw.,Malaxis monophyllos (L.) Sw.,ホザキイチヨウラン,kanagawa_redlist,Malaxis monophyllos (L.) Sw.,verbatim,2808211,Malaxis monophyllos (L.) Sw.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Malaxis,SPECIES,EXACT,100,ACCEPTED,
"aphodius (aphodaulacus) variabilis waterhouse, 1875","Aphodius (Aphodaulacus)  variabilis Waterhouse, 1875",クロモンマグソコガネ,kanagawa_redlist,"Aphodius (Aphodaulacus)  variabilis Waterhouse, 1875",verbatim,1070280,"Aphodius variabilis Waterhouse, 1875",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Aphodaulacus,SPECIES,EXACT,100,SYNONYM,
myrmechis japonica (rchb.f.) rolfe,Myrmechis japonica (Rchb.f.) Rolfe,アリドオシラン,kanagawa_redlist,Myrmechis japonica (Rchb.f.) Rolfe,verbatim,2796731,Myrmechis japonica (Rchb.f.) Rolfe,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Odontochilus,SPECIES,EXACT,100,SYNONYM,
"aphodius (aphodius) elegans allibert, 1847","Aphodius (Aphodius) elegans Allibert, 1847",オオフタホシマグソコガネ,kanagawa_redlist,"Aphodius (Aphodius) elegans Allibert, 1847",verbatim,1067437,"Aphodius elegans Allibert, 1847",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Aphodius,SPECIES,EXACT,100,ACCEPTED,
oreorchis patens (lindl.) lindl.,Oreorchis patens (Lindl.) Lindl.,コケイラン,kanagawa_redlist,Oreorchis patens (Lindl.) Lindl.,verbatim,2833919,Oreorchis patens (Lindl.) Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Oreorchis,SPECIES,EXACT,100,ACCEPTED,
"copris (sinocopris) ochus (motschulsky, 1861)","Copris (Sinocopris)  ochus (Motschulsky, 1861)",ダイコクコガネ,kanagawa_redlist,"Copris (Sinocopris)  ochus (Motschulsky, 1861)",verbatim,4997282,"Copris ochus (Motschulsky, 1860)",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris,SPECIES,EXACT,100,ACCEPTED,
platanthera ophrydioides f.schmidt var. australis ohwi,Platanthera ophrydioides F.Schmidt var. australis Ohwi,ナガバノキソチドリ,kanagawa_redlist,Platanthera ophrydioides F.Schmidt var. australis Ohwi,verbatim,6316135,Platanthera ophrydioides var. australis Ohwi,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,VARIETY,EXACT,100,SYNONYM,
"onthophagus (gibbonthophagus) viduus harold, 1874","Onthophagus (Gibbonthophagus)  viduus Harold, 1874",マルエンマコガネ,kanagawa_redlist,"Onthophagus (Gibbonthophagus)  viduus Harold, 1874",verbatim,1091436,"Onthophagus viduus Harold, 1875",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,SPECIES,EXACT,100,ACCEPTED,
platanthera hondoensis (ohwi) k.inoue,Platanthera hondoensis (Ohwi) K.Inoue,オオバナオオヤマサギソウ,kanagawa_redlist,Platanthera hondoensis (Ohwi) K.Inoue,verbatim,2798123,Platanthera hondoensis (Ohwi) K.Inoue,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,SPECIES,EXACT,100,ACCEPTED,
"onthophagus (matashia) ohbayashii nomura, 1939","Onthophagus (Matashia)  ohbayashii Nomura, 1939",ナガスネエンマコガネ,kanagawa_redlist,"Onthophagus (Matashia)  ohbayashii Nomura, 1939",verbatim,1090091,"Onthophagus ohbayashii Nomura, 1939",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,SPECIES,EXACT,100,ACCEPTED,
pogonia japonica rchb.f.,Pogonia japonica Rchb.f.,トキソウ,kanagawa_redlist,Pogonia japonica Rchb.f.,verbatim,5308784,Pogonia japonica Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pogonia,SPECIES,EXACT,100,ACCEPTED,
"onthophagus (palaeonthophagus) ocellatopunctatus waterhouse, 1875","Onthophagus (Palaeonthophagus)  ocellatopunctatus Waterhouse, 1875",アラメエンマコガネ,kanagawa_redlist,"Onthophagus (Palaeonthophagus)  ocellatopunctatus Waterhouse, 1875",verbatim,1090665,"Onthophagus ocellatopunctatus Waterhouse, 1875",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,SPECIES,EXACT,100,ACCEPTED,
pogonia minor (makino) makino,Pogonia minor (Makino) Makino,ヤマトキソウ,kanagawa_redlist,Pogonia minor (Makino) Makino,verbatim,5308790,Pogonia minor (Makino) Makino,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pogonia,SPECIES,EXACT,100,ACCEPTED,
"onthophagus (strandius) japonicus harold, 1874","Onthophagus (Strandius)  japonicus Harold, 1874",ヤマトエンマコガネ,kanagawa_redlist,"Onthophagus (Strandius)  japonicus Harold, 1874",verbatim,1089311,"Onthophagus japonicus Harold, 1875",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,SPECIES,EXACT,100,ACCEPTED,
ponerorchis chidori (makino) ohwi,Ponerorchis chidori (Makino) Ohwi,ヒナチドリ,kanagawa_redlist,Ponerorchis chidori (Makino) Ohwi,verbatim,3654919,Ponerorchis chidori (Makino) Ohwi,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Hemipilia,SPECIES,EXACT,100,DOUBTFUL,
"protaetia (liocola) brevitarsis brevitarsis (lewis, 1879)","Protaetia (Liocola)  brevitarsis brevitarsis (Lewis, 1879)",シラホシハナムグリ名義タイプ亜種,kanagawa_redlist,"Protaetia (Liocola)  brevitarsis brevitarsis (Lewis, 1879)",verbatim,7199973,"Protaetia brevitarsis brevitarsis (Lewis, 1879)",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Protaetia,SUBSPECIES,EXACT,100,ACCEPTED,
ponerorchis graminifolia rchb.f.,Ponerorchis graminifolia Rchb.f.,ウチョウラン,kanagawa_redlist,Ponerorchis graminifolia Rchb.f.,verbatim,2784966,Ponerorchis graminifolia Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Hemipilia,SPECIES,EXACT,100,SYNONYM,
"trichius japonicus janson, 1885","Trichius japonicus Janson, 1885",トラハナムグリ,kanagawa_redlist,"Trichius japonicus Janson, 1885",verbatim,1085285,"Trichius japonicus Janson, 1885",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Trichius,SPECIES,EXACT,100,ACCEPTED,
gastrochilus japonicus (makino) schltr.,Gastrochilus japonicus (Makino) Schltr.,カシノキラン,kanagawa_redlist,Gastrochilus japonicus (Makino) Schltr.,verbatim,5310664,Gastrochilus japonicus (Makino) Schltr.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Gastrochilus,SPECIES,EXACT,100,ACCEPTED,
"arhopalus tobirensis hayashi, 1968","Arhopalus tobirensis Hayashi, 1968",シナノサビカミキリ,kanagawa_redlist,"Arhopalus tobirensis Hayashi, 1968",verbatim,1115839,"Arhopalus tobirensis Hayashi, 1968",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Arhopalus,SPECIES,EXACT,100,ACCEPTED,
gastrochilus matsuran (makino) schltr.,Gastrochilus matsuran (Makino) Schltr.,マツラン,kanagawa_redlist,Gastrochilus matsuran (Makino) Schltr.,verbatim,5310700,Gastrochilus matsuran (Makino) Schltr.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Gastrochilus,SPECIES,EXACT,100,ACCEPTED,
"gaurotes (carilia) atripennis matsushita, 1933","Gaurotes (Carilia) atripennis  Matsushita, 1933",クビアカハナカミキリ,kanagawa_redlist,"Gaurotes (Carilia) atripennis  Matsushita, 1933",verbatim,1113781,"Gaurotes atripennis Matsushita, 1933",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Gaurotes,SPECIES,EXACT,100,ACCEPTED,
taeniophyllum glandulosum blume,Taeniophyllum glandulosum Blume,クモラン,kanagawa_redlist,Taeniophyllum glandulosum Blume,verbatim,5313824,Taeniophyllum glandulosum Blume,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Taeniophyllum,SPECIES,EXACT,100,ACCEPTED,
"lemula japonica tamanuki, 1938","Lemula japonica Tamanuki, 1938",ニセハムシハナカミキリ,kanagawa_redlist,"Lemula japonica Tamanuki, 1938",verbatim,1127384,"Lemula japonica Tamanuki, 1938",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Lemula,SPECIES,EXACT,100,ACCEPTED,
platanthera iinumae (makino) makino,Platanthera iinumae (Makino) Makino,イイヌマムカゴ,kanagawa_redlist,Platanthera iinumae (Makino) Makino,verbatim,2797951,Platanthera iinumae Makino,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,SPECIES,EXACT,100,ACCEPTED,
"pidonia (pidonia) sylvicola kuboki, 1977","Pidonia (Pidonia) sylvicola Kuboki, 1977",ミヤマヒメハナカミキリ,kanagawa_redlist,"Pidonia (Pidonia) sylvicola Kuboki, 1977",verbatim,1123951,"Pidonia sylvicola Kuboki, 1977",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Pidonia,SPECIES,EXACT,100,ACCEPTED,
"kuhlhasseltia fissa (f.maek.) t.yukawa, comb. nud.","Kuhlhasseltia fissa (F.Maek.) T.Yukawa, comb. nud.",オオハクウンラン,kanagawa_redlist,"Kuhlhasseltia fissa (F.Maek.) T.Yukawa, comb. nud.",verbatim,2808873,Kuhlhasseltia J.J.Sm.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Odontochilus,GENUS,HIGHERRANK,94,SYNONYM,
"pidonia (pidonia) matsushitai ohbayashi, 1958","Pidonia (Pidonia) matsushitai Ohbayashi, 1958",マツシタヒメハナカミキリ,kanagawa_redlist,"Pidonia (Pidonia) matsushitai Ohbayashi, 1958",verbatim,1123946,"Pidonia matsushitai Ohbayashi, 1958",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Pidonia,SPECIES,EXACT,100,ACCEPTED,
allium schoenoprasum l. var. idzuense (h.hara) h.hara,Allium schoenoprasum L. var. idzuense (H.Hara) H.Hara,イズアサツキ,kanagawa_redlist,Allium schoenoprasum L. var. idzuense (H.Hara) H.Hara,verbatim,2855888,Allium schoenoprasum var. idzuense (H.Hara) H.Hara,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,VARIETY,EXACT,100,SYNONYM,
"stenygrinum quadrinotatum bates, 1873","Stenygrinum quadrinotatum Bates, 1873",ヨツボシカミキリ,kanagawa_redlist,"Stenygrinum quadrinotatum Bates, 1873",verbatim,1149947,"Stenygrinum quadrinotatum Bates, 1873",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Stenygrinum,SPECIES,EXACT,100,ACCEPTED,
hosta kiyosumiensis f.maek.,Hosta kiyosumiensis F.Maek.,キヨスミギボウシ,kanagawa_redlist,Hosta kiyosumiensis F.Maek.,verbatim,2771354,Hosta kiyosumiensis F.Maek.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hosta,SPECIES,EXACT,100,ACCEPTED,
"glaphyra (yamatoglaphyra) hattorii (ohbayashi, 1954)","Glaphyra (Yamatoglaphyra) hattorii (Ohbayashi, 1954)",クロツヤヒゲナガコバネカミキリ,kanagawa_redlist,"Glaphyra (Yamatoglaphyra) hattorii (Ohbayashi, 1954)",verbatim,7644071,"Glaphyra hattorii Hayashi, 1983",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Molorchus,SPECIES,EXACT,100,SYNONYM,
sparganium fallax graebn.,Sparganium fallax Graebn.,ヤマトミクリ,kanagawa_redlist,Sparganium fallax Graebn.,verbatim,2702417,Sparganium fallax Graebn.,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Sparganium,SPECIES,EXACT,100,ACCEPTED,
"rhabdoclytus acutivittis inscriptus (bates, 1884)","Rhabdoclytus acutivittis inscriptus (Bates, 1884)",カンボウトラカミキリ,kanagawa_redlist,"Rhabdoclytus acutivittis inscriptus (Bates, 1884)",verbatim,6268572,"Rhabdoclytus acutivittis inscriptus (Bates, 1884)",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Rhabdoclytus,SUBSPECIES,EXACT,100,ACCEPTED,
sparganium subglobosum morong,Sparganium subglobosum Morong,ヒメミクリ,kanagawa_redlist,Sparganium subglobosum Morong,verbatim,2702424,Sparganium subglobosum Morong,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Sparganium,SPECIES,EXACT,100,ACCEPTED,
"olenecamptus cretaceus cretaceus bates, 1873","Olenecamptus cretaceus cretaceus Bates, 1873",オオシロカミキリ,kanagawa_redlist,"Olenecamptus cretaceus cretaceus Bates, 1873",verbatim,4739124,"Olenecamptus cretaceus Bates, 1873",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Olenecamptus,SPECIES,HIGHERRANK,99,ACCEPTED,
eriocaulon miquelianum koern,Eriocaulon miquelianum Koern,イヌノヒゲ,kanagawa_redlist,Eriocaulon miquelianum Koern,verbatim,2690814,Eriocaulon miquelianum Körn.,Plantae,Tracheophyta,Liliopsida,Poales,Eriocaulaceae,Eriocaulon,SPECIES,EXACT,100,ACCEPTED,
"stenostola nigerrima (breuning, 1946)","Stenostola nigerrima (Breuning, 1946)",クロキクスイカミキリ,kanagawa_redlist,"Stenostola nigerrima (Breuning, 1946)",verbatim,1149215,"Stenostola nigerrima (Breuning, 1946)",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Stenostola,SPECIES,EXACT,100,ACCEPTED,
eriocaulon robustius (maxim.) makino var. nigrum satake,Eriocaulon robustius (Maxim.) Makino var. nigrum Satake,クロヒロハノイヌノヒゲ,kanagawa_redlist,Eriocaulon robustius (Maxim.) Makino var. nigrum Satake,verbatim,8321401,Eriocaulon robustium var. nigrum Satake,Plantae,Tracheophyta,Liliopsida,Poales,Eriocaulaceae,Eriocaulon,VARIETY,FUZZY,100,SYNONYM,
"phytoecia (phytoecia) coeruleomicans breuning, 1946","Phytoecia (Phytoecia) coeruleomicans Breuning, 1946",アオキクスイカミキリ,kanagawa_redlist,"Phytoecia (Phytoecia) coeruleomicans Breuning, 1946",verbatim,1130073,"Phytoecia coeruleomicans Breuning, 1946",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Phytoecia,SPECIES,EXACT,100,ACCEPTED,
juncus nikkoensis satake,Juncus nikkoensis Satake,ニッコウコウガイゼキショウ,kanagawa_redlist,Juncus nikkoensis Satake,verbatim,2701777,Juncus nikkoensis Satake,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,SPECIES,EXACT,100,SYNONYM,
"macroplea japana (jacoby, 1885)","Macroplea japana (Jacoby, 1885)",キイロネクイハムシ,kanagawa_redlist,"Macroplea japana (Jacoby, 1885)",verbatim,8237860,"Macroplea japana (Jacoby, 1885) Jacoby, 1885",Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Macroplea,SPECIES,EXACT,100,ACCEPTED,
luzula pallidula kirschner,Luzula pallidula Kirschner,オカスズメノヒエ,kanagawa_redlist,Luzula pallidula Kirschner,verbatim,2700650,Luzula pallidula Kirschner,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Luzula,SPECIES,EXACT,100,SYNONYM,
"donacia vulgaris zschach, 1788","Donacia vulgaris Zschach, 1788",ホソネクイハムシ,kanagawa_redlist,"Donacia vulgaris Zschach, 1788",verbatim,4461514,"Donacia vulgaris Zschach, 1788",Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Donacia,SPECIES,EXACT,100,ACCEPTED,
carex dissitiflora franch.,Carex dissitiflora Franch.,ミヤマジュズスゲ,kanagawa_redlist,Carex dissitiflora Franch.,verbatim,2726460,Carex dissitiflora Franch.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,SPECIES,EXACT,100,ACCEPTED,
"chrysomela populi linnaeus, 1758","Chrysomela populi Linnaeus, 1758",ドロノキハムシ,kanagawa_redlist,"Chrysomela populi Linnaeus, 1758",verbatim,4459737,"Chrysomela populi Linnaeus, 1758",Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysomela,SPECIES,EXACT,100,ACCEPTED,
carex rouyana franch. & sav.,Carex rouyana Franch. & Sav.,オオタマツリスゲ,kanagawa_redlist,Carex rouyana Franch. & Sav.,verbatim,2729124,Carex rouyana Franch.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,SPECIES,EXACT,100,SYNONYM,
"chrysochus chinensis baly, 1859","Chrysochus chinensis Baly, 1859",オオサルハムシ,kanagawa_redlist,"Chrysochus chinensis Baly, 1859",verbatim,12201039,Chrysochus chinensis,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysochus,SPECIES,EXACT,98,ACCEPTED,
carex kujuzana ohwi,Carex kujuzana Ohwi,クジュウツリスゲ,kanagawa_redlist,Carex kujuzana Ohwi,verbatim,2725591,Carex kujuzana Ohwi,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,SPECIES,EXACT,100,ACCEPTED,
"bagous spiculatus o'brien & morimoto, 1994","Bagous spiculatus O'Brien & Morimoto, 1994",ヤヤコブカギアシゾウムシ,kanagawa_redlist,"Bagous spiculatus O'Brien & Morimoto, 1994",verbatim,9571455,"Bagous spiculatus O'Brien & Morimoto, 1994",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Bagous,SPECIES,EXACT,100,ACCEPTED,
carex pseudoaphanolepis ohwi,Carex pseudoaphanolepis Ohwi,アイノコシラスゲ,kanagawa_redlist,Carex pseudoaphanolepis Ohwi,verbatim,3583849,Carex pseudoaphanolepis Ohwi,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,SPECIES,EXACT,100,ACCEPTED,
"larinus (phyllonomeus) meleagris petri, 1907","Larinus (Phyllonomeus) meleagris Petri, 1907",オオゴボウゾウムシ,kanagawa_redlist,"Larinus (Phyllonomeus) meleagris Petri, 1907",verbatim,9416980,"Larinus meleagris Petri, 1907",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Larinus,SPECIES,EXACT,100,ACCEPTED,
carex pudica honda,Carex pudica Honda,マメスゲ,kanagawa_redlist,Carex pudica Honda,verbatim,2727347,Carex pudica Honda,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,SPECIES,EXACT,100,ACCEPTED,
"lixus (eulixus) divaricatus motschulsky, 1861","Lixus (Eulixus) divaricatus Motschulsky, 1861",オオカツオゾウムシ,kanagawa_redlist,"Lixus (Eulixus) divaricatus Motschulsky, 1861",verbatim,9350408,"Lixus divaricatus Motschulsky, 1860",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Lixus,SPECIES,EXACT,100,ACCEPTED,
carex sadoensis franch.,Carex sadoensis Franch.,サドスゲ,kanagawa_redlist,Carex sadoensis Franch.,verbatim,2729873,Carex sadoensis Franch.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,SPECIES,EXACT,100,ACCEPTED,
"gymnetron villosipenne roelofs, 1875","Gymnetron villosipenne Roelofs, 1875",シラケコバンゾウムシ,kanagawa_redlist,"Gymnetron villosipenne Roelofs, 1875",verbatim,1244930,"Gymnetron villosipenne Roelofs, 1875",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Gymnetron,SPECIES,EXACT,100,ACCEPTED,
cyperus extremiorientalis ohwi,Cyperus extremiorientalis Ohwi,ヒメアオガヤツリ,kanagawa_redlist,Cyperus extremiorientalis Ohwi,verbatim,2714068,Cyperus extremiorientalis Ohwi,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,SPECIES,EXACT,100,SYNONYM,
"gyrinus japonicus sharp, 1873","Gyrinus japonicus Sharp, 1873",ミズスマシ,kanagawa_redlist,"Gyrinus japonicus Sharp, 1873",verbatim,7004113,"Gyrinus japonicus Sharp, 1873",Animalia,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrinus,SPECIES,EXACT,100,ACCEPTED,
eleocharis equisetiformis (meinsh.) b.fedtsch.,Eleocharis equisetiformis (Meinsh.) B.Fedtsch.,スジヌマハリイ,kanagawa_redlist,Eleocharis equisetiformis (Meinsh.) B.Fedtsch.,verbatim,2717637,Eleocharis equisetiformis (Meinsh.) B.Fedtsch.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,SPECIES,EXACT,100,SYNONYM,
"cylindera (cylindera) gracilis (pallas, 1777)","Cylindera (Cylindera) gracilis (Pallas, 1777)",ホソハンミョウ,kanagawa_redlist,"Cylindera (Cylindera) gracilis (Pallas, 1777)",verbatim,7911776,"Cylindera gracilis (Pallas, 1773)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cylindera,SPECIES,EXACT,100,ACCEPTED,
eleocharis parvinux ohwi,Eleocharis parvinux Ohwi,コツブヌマハリイ,kanagawa_redlist,Eleocharis parvinux Ohwi,verbatim,2716894,Eleocharis parvinux Ohwi,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,SPECIES,EXACT,100,ACCEPTED,
"cicindela (cicindela) sachalinensis morawitz, 1862","Cicindela (Cicindela) sachalinensis Morawitz, 1862",ミヤマハンミョウ,kanagawa_redlist,"Cicindela (Cicindela) sachalinensis Morawitz, 1862",verbatim,7394727,"Cicindela sachalinensis A.Morawitz, 1862",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,SPECIES,EXACT,100,ACCEPTED,
eleocharis ussuriensis zinserl.,Eleocharis ussuriensis Zinserl.,オオヌマハリイ,kanagawa_redlist,Eleocharis ussuriensis Zinserl.,verbatim,2717353,Eleocharis ussuriensis Zinserl.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,SPECIES,EXACT,100,ACCEPTED,
"elaphrus (elaphroterus) punctatus motschulsky, 1844","Elaphrus (Elaphroterus) punctatus Motschulsky, 1844",コハンミョウモドキ,kanagawa_redlist,"Elaphrus (Elaphroterus) punctatus Motschulsky, 1844",verbatim,7825504,"Elaphrus punctatus Motschulsky, 1844",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Elaphrus,SPECIES,EXACT,100,ACCEPTED,
eriophorum gracile w.d.j.koch ex roth,Eriophorum gracile W.D.J.Koch ex Roth,サギスゲ,kanagawa_redlist,Eriophorum gracile W.D.J.Koch ex Roth,verbatim,8252393,Eriophorum gracile W.D.J.Koch ex Roth,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eriophorum,SPECIES,EXACT,100,DOUBTFUL,
